"Step","pca_resnet - episode_reward","pca_resnet - episode_reward__MIN","pca_resnet - episode_reward__MAX","complete_frozen_low_lr - episode_reward","complete_frozen_low_lr - episode_reward__MIN","complete_frozen_low_lr - episode_reward__MAX","cnn_scratch - episode_reward","cnn_scratch - episode_reward__MIN","cnn_scratch - episode_reward__MAX"
"185140","","","","","","","","",""
"185146","","","","","","","","",""
"185192","","","","","","","","",""
"185194","","","","","","","","",""
"185267","","","","","","","","",""
"185275","","","","","","","","",""
"185286","","","","","","","","",""
"185291","","","","","","","","",""
"185299","","","","","","","","",""
"185304","","","","","","","","",""
"185337","","","","","","","","",""
"185338","","","","","","","","",""
"185341","","","","","","","","",""
"185343","","","","","","","","",""
"185351","","","","","","","","",""
"185374","","","","","","","","",""
"185379","","","","","","","","",""
"185510","","","","","","","","",""
"185524","0.5996118662497245","0.5996118662497245","0.5996118662497245","0.42958547291623245","0.42958547291623245","0.42958547291623245","0.4504756662027522","0.4504756662027522","0.4504756662027522"
"185538","","","","","","","","",""
"185574","","","","","","","","",""
"185601","","","","","","","","",""
"185604","","","","","","","","",""
"185608","","","","","","","","",""
"185668","","","","","","","","",""
"185699","","","","","","","","",""
"185723","","","","","","","","",""
"185724","","","","","","","","",""
"185758","","","","","","","","",""
"185763","","","","","","","","",""
"185811","","","","","","","","",""
"185824","","","","","","","","",""
"185825","","","","","","","","",""
"185830","","","","","","","","",""
"185867","","","","","","","","",""
"185873","","","","","","","","",""
"185877","","","","","","","","",""
"185888","","","","","","","","",""
"185919","","","","","","","","",""
"185954","","","","","","","","",""
"185968","","","","","","","","",""
"185990","","","","","","","","",""
"186003","","","","","","","","",""
"186025","","","","","","","","",""
"186046","","","","","","","","",""
"186047","","","","","","","","",""
"186069","","","","","","","","",""
"186088","","","","","","","","",""
"186103","","","","","","","","",""
"186135","","","","","","","","",""
"186136","","","","","","","","",""
"186187","","","","","","","","",""
"186209","","","","","","","","",""
"186216","","","","","","","","",""
"186259","","","","","","","","",""
"186323","","","","","","","","",""
"186334","","","","","","","","",""
"186336","","","","","","","","",""
"186337","","","","","","","","",""
"186340","","","","","","","","",""
"186344","","","","","","","","",""
"186366","","","","","","","","",""
"186381","","","","","","","","",""
"186415","","","","","","","","",""
"186434","","","","","","","","",""
"186460","","","","","","","","",""
"186497","","","","","","","","",""
"186521","","","","","","","","",""
"186535","","","","","","","","",""
"186544","","","","","","","","",""
"186549","0.6249103409669022","0.6249103409669022","0.6249103409669022","0.41009403393768584","0.41009403393768584","0.41009403393768584","0.4526331689610084","0.4526331689610084","0.4526331689610084"
"186556","","","","","","","","",""
"186579","","","","","","","","",""
"186597","","","","","","","","",""
"186619","","","","","","","","",""
"186629","","","","","","","","",""
"186631","","","","","","","","",""
"186642","","","","","","","","",""
"186652","","","","","","","","",""
"186653","","","","","","","","",""
"186655","","","","","","","","",""
"186685","","","","","","","","",""
"186703","","","","","","","","",""
"186714","","","","","","","","",""
"186762","","","","","","","","",""
"186788","","","","","","","","",""
"186803","","","","","","","","",""
"186840","","","","","","","","",""
"186862","","","","","","","","",""
"186874","","","","","","","","",""
"186880","","","","","","","","",""
"186898","","","","","","","","",""
"186900","","","","","","","","",""
"186911","","","","","","","","",""
"186919","","","","","","","","",""
"186920","","","","","","","","",""
"186922","","","","","","","","",""
"186955","","","","","","","","",""
"186978","","","","","","","","",""
"186986","","","","","","","","",""
"186991","","","","","","","","",""
"187016","","","","","","","","",""
"187019","","","","","","","","",""
"187047","","","","","","","","",""
"187064","","","","","","","","",""
"187083","","","","","","","","",""
"187125","","","","","","","","",""
"187132","","","","","","","","",""
"187145","","","","","","","","",""
"187176","","","","","","","","",""
"187180","","","","","","","","",""
"187192","","","","","","","","",""
"187211","","","","","","","","",""
"187227","","","","","","","","",""
"187259","","","","","","","","",""
"187270","","","","","","","","",""
"187305","","","","","","","","",""
"187343","","","","","","","","",""
"187345","","","","","","","","",""
"187370","","","","","","","","",""
"187379","","","","","","","","",""
"187383","","","","","","","","",""
"187399","","","","","","","","",""
"187403","","","","","","","","",""
"187409","","","","","","","","",""
"187413","","","","","","","","",""
"187418","","","","","","","","",""
"187435","","","","","","","","",""
"187455","","","","","","","","",""
"187458","","","","","","","","",""
"187494","","","","","","","","",""
"187498","","","","","","","","",""
"187529","","","","","","","","",""
"187550","","","","","","","","",""
"187574","0.5634074673440693","0.5634074673440693","0.5634074673440693","0.4440193756457238","0.4440193756457238","0.4440193756457238","0.3704954943190447","0.3704954943190447","0.3704954943190447"
"187588","","","","","","","","",""
"187613","","","","","","","","",""
"187630","","","","","","","","",""
"187658","","","","","","","","",""
"187666","","","","","","","","",""
"187702","","","","","","","","",""
"187705","","","","","","","","",""
"187743","","","","","","","","",""
"187760","","","","","","","","",""
"187784","","","","","","","","",""
"187787","","","","","","","","",""
"187839","","","","","","","","",""
"187850","","","","","","","","",""
"187881","","","","","","","","",""
"187888","","","","","","","","",""
"187899","","","","","","","","",""
"187915","","","","","","","","",""
"187917","","","","","","","","",""
"187923","","","","","","","","",""
"187978","","","","","","","","",""
"187999","","","","","","","","",""
"188024","","","","","","","","",""
"188053","","","","","","","","",""
"188065","","","","","","","","",""
"188076","","","","","","","","",""
"188099","","","","","","","","",""
"188105","","","","","","","","",""
"188143","","","","","","","","",""
"188169","","","","","","","","",""
"188174","","","","","","","","",""
"188187","","","","","","","","",""
"188207","","","","","","","","",""
"188215","","","","","","","","",""
"188216","","","","","","","","",""
"188238","","","","","","","","",""
"188258","","","","","","","","",""
"188261","","","","","","","","",""
"188271","","","","","","","","",""
"188283","","","","","","","","",""
"188310","","","","","","","","",""
"188328","","","","","","","","",""
"188405","","","","","","","","",""
"188431","","","","","","","","",""
"188447","","","","","","","","",""
"188453","","","","","","","","",""
"188467","","","","","","","","",""
"188481","","","","","","","","",""
"188522","","","","","","","","",""
"188535","","","","","","","","",""
"188599","0.18393949919461286","0.18393949919461286","0.18393949919461286","0.43572030477980234","0.43572030477980234","0.43572030477980234","0.35726036086084273","0.35726036086084273","0.35726036086084273"
"188604","","","","","","","","",""
"188641","","","","","","","","",""
"188659","","","","","","","","",""
"188666","","","","","","","","",""
"188693","","","","","","","","",""
"188721","","","","","","","","",""
"188751","","","","","","","","",""
"188758","","","","","","","","",""
"188759","","","","","","","","",""
"188761","","","","","","","","",""
"188796","","","","","","","","",""
"188874","","","","","","","","",""
"188916","","","","","","","","",""
"188926","","","","","","","","",""
"188946","","","","","","","","",""
"188965","","","","","","","","",""
"188967","","","","","","","","",""
"188985","","","","","","","","",""
"189033","","","","","","","","",""
"189054","","","","","","","","",""
"189083","","","","","","","","",""
"189102","","","","","","","","",""
"189117","","","","","","","","",""
"189142","","","","","","","","",""
"189145","","","","","","","","",""
"189199","","","","","","","","",""
"189209","","","","","","","","",""
"189264","","","","","","","","",""
"189281","","","","","","","","",""
"189286","","","","","","","","",""
"189304","","","","","","","","",""
"189333","","","","","","","","",""
"189341","","","","","","","","",""
"189344","","","","","","","","",""
"189376","","","","","","","","",""
"189394","","","","","","","","",""
"189498","","","","","","","","",""
"189505","","","","","","","","",""
"189509","","","","","","","","",""
"189520","","","","","","","","",""
"189527","","","","","","","","",""
"189528","","","","","","","","",""
"189586","","","","","","","","",""
"189620","","","","","","","","",""
"189624","0.19867893995743963","0.19867893995743963","0.19867893995743963","0.4927659646372369","0.4927659646372369","0.4927659646372369","0.4270075193160775","0.4270075193160775","0.4270075193160775"
"189645","","","","","","","","",""
"189766","","","","","","","","",""
"189778","","","","","","","","",""
"189787","","","","","","","","",""
"189790","","","","","","","","",""
"189825","","","","","","","","",""
"189830","","","","","","","","",""
"189838","","","","","","","","",""
"189847","","","","","","","","",""
"189877","","","","","","","","",""
"189887","","","","","","","","",""
"189958","","","","","","","","",""
"189987","","","","","","","","",""
"189992","","","","","","","","",""
"190032","","","","","","","","",""
"190050","","","","","","","","",""
"190054","","","","","","","","",""
"190086","","","","","","","","",""
"190093","","","","","","","","",""
"190158","","","","","","","","",""
"190174","","","","","","","","",""
"190176","","","","","","","","",""
"190180","","","","","","","","",""
"190194","","","","","","","","",""
"190228","","","","","","","","",""
"190288","","","","","","","","",""
"190310","","","","","","","","",""
"190340","","","","","","","","",""
"190351","","","","","","","","",""
"190404","","","","","","","","",""
"190462","","","","","","","","",""
"190500","","","","","","","","",""
"190502","","","","","","","","",""
"190540","","","","","","","","",""
"190564","","","","","","","","",""
"190584","","","","","","","","",""
"190617","","","","","","","","",""
"190635","","","","","","","","",""
"190649","0.2044190193886675","0.2044190193886675","0.2044190193886675","0.4857563886006021","0.4857563886006021","0.4857563886006021","0.47428016723357735","0.47428016723357735","0.47428016723357735"
"190658","","","","","","","","",""
"190702","","","","","","","","",""
"190738","","","","","","","","",""
"190782","","","","","","","","",""
"190791","","","","","","","","",""
"190836","","","","","","","","",""
"190853","","","","","","","","",""
"190872","","","","","","","","",""
"190880","","","","","","","","",""
"190886","","","","","","","","",""
"190918","","","","","","","","",""
"190966","","","","","","","","",""
"190986","","","","","","","","",""
"191005","","","","","","","","",""
"191058","","","","","","","","",""
"191060","","","","","","","","",""
"191092","","","","","","","","",""
"191114","","","","","","","","",""
"191116","","","","","","","","",""
"191129","","","","","","","","",""
"191136","","","","","","","","",""
"191147","","","","","","","","",""
"191148","","","","","","","","",""
"191185","","","","","","","","",""
"191197","","","","","","","","",""
"191221","","","","","","","","",""
"191232","","","","","","","","",""
"191241","","","","","","","","",""
"191250","","","","","","","","",""
"191257","","","","","","","","",""
"191262","","","","","","","","",""
"191269","","","","","","","","",""
"191341","","","","","","","","",""
"191353","","","","","","","","",""
"191357","","","","","","","","",""
"191378","","","","","","","","",""
"191387","","","","","","","","",""
"191388","","","","","","","","",""
"191414","","","","","","","","",""
"191423","","","","","","","","",""
"191426","","","","","","","","",""
"191446","","","","","","","","",""
"191464","","","","","","","","",""
"191467","","","","","","","","",""
"191479","","","","","","","","",""
"191496","","","","","","","","",""
"191553","","","","","","","","",""
"191564","","","","","","","","",""
"191573","","","","","","","","",""
"191577","","","","","","","","",""
"191579","","","","","","","","",""
"191589","","","","","","","","",""
"191598","","","","","","","","",""
"191632","","","","","","","","",""
"191671","","","","","","","","",""
"191674","0.6675421681743923","0.6675421681743923","0.6675421681743923","0.5027951701851178","0.5027951701851178","0.5027951701851178","0.5195208251355345","0.5195208251355345","0.5195208251355345"
"191693","","","","","","","","",""
"191706","","","","","","","","",""
"191727","","","","","","","","",""
"191773","","","","","","","","",""
"191783","","","","","","","","",""
"191803","","","","","","","","",""
"191808","","","","","","","","",""
"191819","","","","","","","","",""
"191837","","","","","","","","",""
"191844","","","","","","","","",""
"191863","","","","","","","","",""
"191932","","","","","","","","",""
"191959","","","","","","","","",""
"191982","","","","","","","","",""
"192032","","","","","","","","",""
"192050","","","","","","","","",""
"192091","","","","","","","","",""
"192094","","","","","","","","",""
"192103","","","","","","","","",""
"192109","","","","","","","","",""
"192111","","","","","","","","",""
"192115","","","","","","","","",""
"192116","","","","","","","","",""
"192135","","","","","","","","",""
"192154","","","","","","","","",""
"192179","","","","","","","","",""
"192202","","","","","","","","",""
"192203","","","","","","","","",""
"192207","","","","","","","","",""
"192225","","","","","","","","",""
"192231","","","","","","","","",""
"192284","","","","","","","","",""
"192290","","","","","","","","",""
"192305","","","","","","","","",""
"192322","","","","","","","","",""
"192331","","","","","","","","",""
"192344","","","","","","","","",""
"192389","","","","","","","","",""
"192411","","","","","","","","",""
"192427","","","","","","","","",""
"192469","","","","","","","","",""
"192472","","","","","","","","",""
"192525","","","","","","","","",""
"192535","","","","","","","","",""
"192544","","","","","","","","",""
"192613","","","","","","","","",""
"192658","","","","","","","","",""
"192699","0.6193045398481652","0.6193045398481652","0.6193045398481652","0.4879071740115814","0.4879071740115814","0.4879071740115814","0.16310261639157328","0.16310261639157328","0.16310261639157328"
"192707","","","","","","","","",""
"192736","","","","","","","","",""
"192740","","","","","","","","",""
"192778","","","","","","","","",""
"192782","","","","","","","","",""
"192792","","","","","","","","",""
"192814","","","","","","","","",""
"192870","","","","","","","","",""
"192895","","","","","","","","",""
"192943","","","","","","","","",""
"192970","","","","","","","","",""
"192984","","","","","","","","",""
"193012","","","","","","","","",""
"193020","","","","","","","","",""
"193032","","","","","","","","",""
"193038","","","","","","","","",""
"193043","","","","","","","","",""
"193066","","","","","","","","",""
"193070","","","","","","","","",""
"193075","","","","","","","","",""
"193089","","","","","","","","",""
"193114","","","","","","","","",""
"193139","","","","","","","","",""
"193163","","","","","","","","",""
"193168","","","","","","","","",""
"193182","","","","","","","","",""
"193207","","","","","","","","",""
"193213","","","","","","","","",""
"193214","","","","","","","","",""
"193237","","","","","","","","",""
"193247","","","","","","","","",""
"193285","","","","","","","","",""
"193299","","","","","","","","",""
"193307","","","","","","","","",""
"193324","","","","","","","","",""
"193356","","","","","","","","",""
"193369","","","","","","","","",""
"193377","","","","","","","","",""
"193410","","","","","","","","",""
"193413","","","","","","","","",""
"193439","","","","","","","","",""
"193475","","","","","","","","",""
"193506","","","","","","","","",""
"193617","","","","","","","","",""
"193639","","","","","","","","",""
"193645","","","","","","","","",""
"193647","","","","","","","","",""
"193654","","","","","","","","",""
"193665","","","","","","","","",""
"193688","","","","","","","","",""
"193697","","","","","","","","",""
"193701","","","","","","","","",""
"193724","0.6842085045606425","0.6842085045606425","0.6842085045606425","0.4569069821454164","0.4569069821454164","0.4569069821454164","0.3939125487138109","0.3939125487138109","0.3939125487138109"
"193726","","","","","","","","",""
"193747","","","","","","","","",""
"193759","","","","","","","","",""
"193766","","","","","","","","",""
"193809","","","","","","","","",""
"193825","","","","","","","","",""
"193848","","","","","","","","",""
"193875","","","","","","","","",""
"193891","","","","","","","","",""
"193904","","","","","","","","",""
"193908","","","","","","","","",""
"193934","","","","","","","","",""
"193942","","","","","","","","",""
"193975","","","","","","","","",""
"193995","","","","","","","","",""
"194003","","","","","","","","",""
"194012","","","","","","","","",""
"194035","","","","","","","","",""
"194037","","","","","","","","",""
"194038","","","","","","","","",""
"194093","","","","","","","","",""
"194122","","","","","","","","",""
"194134","","","","","","","","",""
"194140","","","","","","","","",""
"194143","","","","","","","","",""
"194148","","","","","","","","",""
"194164","","","","","","","","",""
"194189","","","","","","","","",""
"194214","","","","","","","","",""
"194287","","","","","","","","",""
"194304","","","","","","","","",""
"194309","","","","","","","","",""
"194324","","","","","","","","",""
"194339","","","","","","","","",""
"194340","","","","","","","","",""
"194343","","","","","","","","",""
"194375","","","","","","","","",""
"194377","","","","","","","","",""
"194415","","","","","","","","",""
"194422","","","","","","","","",""
"194427","","","","","","","","",""
"194435","","","","","","","","",""
"194436","","","","","","","","",""
"194486","","","","","","","","",""
"194525","","","","","","","","",""
"194527","","","","","","","","",""
"194561","","","","","","","","",""
"194579","","","","","","","","",""
"194619","","","","","","","","",""
"194639","","","","","","","","",""
"194646","","","","","","","","",""
"194675","","","","","","","","",""
"194687","","","","","","","","",""
"194700","","","","","","","","",""
"194749","0.6629645114005924","0.6629645114005924","0.6629645114005924","","","","0.29629294920596283","0.29629294920596283","0.29629294920596283"
"194753","","","","","","","","",""
"194791","","","","","","","","",""
"194793","","","","","","","","",""
"194794","","","","","","","","",""
"194813","","","","","","","","",""
"194830","","","","","","","","",""
"194844","","","","","","","","",""
"194878","","","","","","","","",""
"194964","","","","","","","","",""
"194967","","","","","","","","",""
"195026","","","","","","","","",""
"195032","","","","","","","","",""
"195035","","","","","","","","",""
"195055","","","","","","","","",""
"195064","","","","","","","","",""
"195095","","","","","","","","",""
"195098","","","","","","","","",""
"195099","","","","","","","","",""
"195100","","","","","","","","",""
"195128","","","","","","","","",""
"195141","","","","","","","","",""
"195172","","","","","","","","",""
"195216","","","","","","","","",""
"195226","","","","","","","","",""
"195247","","","","","","","","",""
"195273","","","","","","","","",""
"195294","","","","","","","","",""
"195296","","","","","","","","",""
"195314","","","","","","","","",""
"195345","","","","","","","","",""
"195378","","","","","","","","",""
"195417","","","","","","","","",""
"195447","","","","","","","","",""
"195463","","","","","","","","",""
"195464","","","","","","","","",""
"195525","","","","","","","","",""
"195532","","","","","","","","",""
"195554","","","","","","","","",""
"195586","","","","","","","","",""
"195634","","","","","","","","",""
"195668","","","","","","","","",""
"195738","","","","","","","","",""
"195760","","","","","","","","",""
"195772","","","","","","","","",""
"195774","0.6969646887525736","0.6969646887525736","0.6969646887525736","","","","0.47362886007474003","0.47362886007474003","0.47362886007474003"
"195808","","","","","","","","",""
"195854","","","","","","","","",""
"195874","","","","","","","","",""
"195881","","","","","","","","",""
"195884","","","","","","","","",""
"195937","","","","","","","","",""
"195991","","","","","","","","",""
"196002","","","","","","","","",""
"196014","","","","","","","","",""
"196015","","","","","","","","",""
"196035","","","","","","","","",""
"196049","","","","","","","","",""
"196050","","","","","","","","",""
"196069","","","","","","","","",""
"196105","","","","","","","","",""
"196124","","","","","","","","",""
"196127","","","","","","","","",""
"196149","","","","","","","","",""
"196185","","","","","","","","",""
"196186","","","","","","","","",""
"196197","","","","","","","","",""
"196214","","","","","","","","",""
"196267","","","","","","","","",""
"196273","","","","","","","","",""
"196276","","","","","","","","",""
"196281","","","","","","","","",""
"196286","","","","","","","","",""
"196376","","","","","","","","",""
"196401","","","","","","","","",""
"196409","","","","","","","","",""
"196446","","","","","","","","",""
"196447","","","","","","","","",""
"196474","","","","","","","","",""
"196513","","","","","","","","",""
"196527","","","","","","","","",""
"196585","","","","","","","","",""
"196626","","","","","","","","",""
"196641","","","","","","","","",""
"196643","","","","","","","","",""
"196690","","","","","","","","",""
"196709","","","","","","","","",""
"196721","","","","","","","","",""
"196752","","","","","","","","",""
"196799","0.6595459410381763","0.6595459410381763","0.6595459410381763","","","","0.13696445421899994","0.13696445421899994","0.13696445421899994"
"196807","","","","","","","","",""
"196838","","","","","","","","",""
"196842","","","","","","","","",""
"196845","","","","","","","","",""
"196902","","","","","","","","",""
"196913","","","","","","","","",""
"196932","","","","","","","","",""
"196956","","","","","","","","",""
"197027","","","","","","","","",""
"197045","","","","","","","","",""
"197052","","","","","","","","",""
"197063","","","","","","","","",""
"197082","","","","","","","","",""
"197144","","","","","","","","",""
"197192","","","","","","","","",""
"197222","","","","","","","","",""
"197230","","","","","","","","",""
"197253","","","","","","","","",""
"197277","","","","","","","","",""
"197299","","","","","","","","",""
"197319","","","","","","","","",""
"197346","","","","","","","","",""
"197348","","","","","","","","",""
"197395","","","","","","","","",""
"197424","","","","","","","","",""
"197444","","","","","","","","",""
"197512","","","","","","","","",""
"197513","","","","","","","","",""
"197533","","","","","","","","",""
"197535","","","","","","","","",""
"197537","","","","","","","","",""
"197542","","","","","","","","",""
"197586","","","","","","","","",""
"197603","","","","","","","","",""
"197608","","","","","","","","",""
"197630","","","","","","","","",""
"197641","","","","","","","","",""
"197682","","","","","","","","",""
"197687","","","","","","","","",""
"197688","","","","","","","","",""
"197709","","","","","","","","",""
"197721","","","","","","","","",""
"197726","","","","","","","","",""
"197729","","","","","","","","",""
"197763","","","","","","","","",""
"197800","","","","","","","","",""
"197820","","","","","","","","",""
"197824","0.6589164011980061","0.6589164011980061","0.6589164011980061","","","","0.520274483634084","0.520274483634084","0.520274483634084"
"197835","","","","","","","","",""
"197856","","","","","","","","",""
"197866","","","","","","","","",""
"197893","","","","","","","","",""
"197905","","","","","","","","",""
"197930","","","","","","","","",""
"197944","","","","","","","","",""
"197956","","","","","","","","",""
"197975","","","","","","","","",""
"198013","","","","","","","","",""
"198059","","","","","","","","",""
"198073","","","","","","","","",""
"198084","","","","","","","","",""
"198087","","","","","","","","",""
"198128","","","","","","","","",""
"198140","","","","","","","","",""
"198154","","","","","","","","",""
"198156","","","","","","","","",""
"198184","","","","","","","","",""
"198221","","","","","","","","",""
"198284","","","","","","","","",""
"198297","","","","","","","","",""
"198391","","","","","","","","",""
"198406","","","","","","","","",""
"198439","","","","","","","","",""
"198473","","","","","","","","",""
"198563","","","","","","","","",""
"198565","","","","","","","","",""
"198586","","","","","","","","",""
"198597","","","","","","","","",""
"198654","","","","","","","","",""
"198696","","","","","","","","",""
"198763","","","","","","","","",""
"198794","","","","","","","","",""
"198842","","","","","","","","",""
"198849","0.5844370231460985","0.5844370231460985","0.5844370231460985","","","","0.47814320240670943","0.47814320240670943","0.47814320240670943"
"198872","","","","","","","","",""
"198876","","","","","","","","",""
"198889","","","","","","","","",""
"198893","","","","","","","","",""
"198895","","","","","","","","",""
"198913","","","","","","","","",""
"198929","","","","","","","","",""
"198931","","","","","","","","",""
"198945","","","","","","","","",""
"198947","","","","","","","","",""
"198970","","","","","","","","",""
"198971","","","","","","","","",""
"198987","","","","","","","","",""
"198999","","","","","","","","",""
"199000","","","","","","","","",""
"199011","","","","","","","","",""
"199044","","","","","","","","",""
"199084","","","","","","","","",""
"199130","","","","","","","","",""
"199153","","","","","","","","",""
"199154","","","","","","","","",""
"199179","","","","","","","","",""
"199199","","","","","","","","",""
"199236","","","","","","","","",""
"199253","","","","","","","","",""
"199264","","","","","","","","",""
"199288","","","","","","","","",""
"199295","","","","","","","","",""
"199311","","","","","","","","",""
"199320","","","","","","","","",""
"199364","","","","","","","","",""
"199376","","","","","","","","",""
"199383","","","","","","","","",""
"199442","","","","","","","","",""
"199450","","","","","","","","",""
"199471","","","","","","","","",""
"199479","","","","","","","","",""
"199522","","","","","","","","",""
"199532","","","","","","","","",""
"199558","","","","","","","","",""
"199572","","","","","","","","",""
"199583","","","","","","","","",""
"199630","","","","","","","","",""
"199635","","","","","","","","",""
"199637","","","","","","","","",""
"199655","","","","","","","","",""
"199659","","","","","","","","",""
"199679","","","","","","","","",""
"199681","","","","","","","","",""
"199691","","","","","","","","",""
"199715","","","","","","","","",""
"199718","","","","","","","","",""
"199730","","","","","","","","",""
"199762","","","","","","","","",""
"199771","","","","","","","","",""
"199780","","","","","","","","",""
"199784","","","","","","","","",""
"199803","","","","","","","","",""
"199805","","","","","","","","",""
"199810","","","","","","","","",""
"199823","","","","","","","","",""
"199874","0.6604613140944142","0.6604613140944142","0.6604613140944142","","","","0.5173675948149179","0.5173675948149179","0.5173675948149179"
"199875","","","","","","","","",""
"199881","","","","","","","","",""
"199886","","","","","","","","",""
"200003","","","","","","","","",""
"200029","","","","","","","","",""
"200106","","","","","","","","",""
"200256","","","","","","","","",""
"200264","","","","","","","","",""
"200265","","","","","","","","",""
"200267","","","","","","","","",""
"200309","","","","","","","","",""
"200344","","","","","","","","",""
"200352","","","","","","","","",""
"200382","","","","","","","","",""
"200384","","","","","","","","",""
"200440","","","","","","","","",""
"200445","","","","","","","","",""
"200490","","","","","","","","",""
"200504","","","","","","","","",""
"200512","","","","","","","","",""
"200523","","","","","","","","",""
"200536","","","","","","","","",""
"200546","","","","","","","","",""
"200551","","","","","","","","",""
"200562","","","","","","","","",""
"200573","","","","","","","","",""
"200579","","","","","","","","",""
"200600","","","","","","","","",""
"200605","","","","","","","","",""
"200612","","","","","","","","",""
"200616","","","","","","","","",""
"200620","","","","","","","","",""
"200657","","","","","","","","",""
"200692","","","","","","","","",""
"200738","","","","","","","","",""
"200741","","","","","","","","",""
"200749","","","","","","","","",""
"200778","","","","","","","","",""
"200787","","","","","","","","",""
"200789","","","","","","","","",""
"200824","","","","","","","","",""
"200873","","","","","","","","",""
"200880","","","","","","","","",""
"200885","","","","","","","","",""
"200899","0.5378313680670374","0.5378313680670374","0.5378313680670374","","","","0.5290654515303006","0.5290654515303006","0.5290654515303006"
"200931","","","","","","","","",""
"200968","","","","","","","","",""
"200977","","","","","","","","",""
"200978","","","","","","","","",""
"201011","","","","","","","","",""
"201017","","","","","","","","",""
"201056","","","","","","","","",""
"201065","","","","","","","","",""
"201103","","","","","","","","",""
"201107","","","","","","","","",""
"201125","","","","","","","","",""
"201204","","","","","","","","",""
"201239","","","","","","","","",""
"201266","","","","","","","","",""
"201282","","","","","","","","",""
"201299","","","","","","","","",""
"201302","","","","","","","","",""
"201308","","","","","","","","",""
"201315","","","","","","","","",""
"201376","","","","","","","","",""
"201395","","","","","","","","",""
"201430","","","","","","","","",""
"201463","","","","","","","","",""
"201642","","","","","","","","",""
"201699","","","","","","","","",""
"201703","","","","","","","","",""
"201737","","","","","","","","",""
"201740","","","","","","","","",""
"201743","","","","","","","","",""
"201757","","","","","","","","",""
"201780","","","","","","","","",""
"201788","","","","","","","","",""
"201804","","","","","","","","",""
"201811","","","","","","","","",""
"201815","","","","","","","","",""
"201818","","","","","","","","",""
"201860","","","","","","","","",""
"201868","","","","","","","","",""
"201874","","","","","","","","",""
"201924","0.4129477985379688","0.4129477985379688","0.4129477985379688","","","","0.569299769872942","0.569299769872942","0.569299769872942"
"201945","","","","","","","","",""
"201955","","","","","","","","",""
"201982","","","","","","","","",""
"202017","","","","","","","","",""
"202027","","","","","","","","",""
"202031","","","","","","","","",""
"202034","","","","","","","","",""
"202041","","","","","","","","",""
"202078","","","","","","","","",""
"202088","","","","","","","","",""
"202094","","","","","","","","",""
"202096","","","","","","","","",""
"202104","","","","","","","","",""
"202134","","","","","","","","",""
"202143","","","","","","","","",""
"202161","","","","","","","","",""
"202162","","","","","","","","",""
"202208","","","","","","","","",""
"202213","","","","","","","","",""
"202228","","","","","","","","",""
"202232","","","","","","","","",""
"202271","","","","","","","","",""
"202273","","","","","","","","",""
"202280","","","","","","","","",""
"202294","","","","","","","","",""
"202313","","","","","","","","",""
"202327","","","","","","","","",""
"202345","","","","","","","","",""
"202411","","","","","","","","",""
"202439","","","","","","","","",""
"202440","","","","","","","","",""
"202479","","","","","","","","",""
"202522","","","","","","","","",""
"202528","","","","","","","","",""
"202581","","","","","","","","",""
"202585","","","","","","","","",""
"202627","","","","","","","","",""
"202645","","","","","","","","",""
"202654","","","","","","","","",""
"202694","","","","","","","","",""
"202745","","","","","","","","",""
"202756","","","","","","","","",""
"202762","","","","","","","","",""
"202772","","","","","","","","",""
"202781","","","","","","","","",""
"202795","","","","","","","","",""
"202872","","","","","","","","",""
"202889","","","","","","","","",""
"202916","","","","","","","","",""
"202929","","","","","","","","",""
"202935","","","","","","","","",""
"202949","0.5766209414025069","0.5766209414025069","0.5766209414025069","","","","0.48254934759471374","0.48254934759471374","0.48254934759471374"
"202958","","","","","","","","",""
"203002","","","","","","","","",""
"203003","","","","","","","","",""
"203032","","","","","","","","",""
"203051","","","","","","","","",""
"203059","","","","","","","","",""
"203109","","","","","","","","",""
"203124","","","","","","","","",""
"203152","","","","","","","","",""
"203171","","","","","","","","",""
"203236","","","","","","","","",""
"203267","","","","","","","","",""
"203268","","","","","","","","",""
"203269","","","","","","","","",""
"203277","","","","","","","","",""
"203279","","","","","","","","",""
"203292","","","","","","","","",""
"203299","","","","","","","","",""
"203302","","","","","","","","",""
"203323","","","","","","","","",""
"203360","","","","","","","","",""
"203499","","","","","","","","",""
"203501","","","","","","","","",""
"203506","","","","","","","","",""
"203526","","","","","","","","",""
"203531","","","","","","","","",""
"203533","","","","","","","","",""
"203547","","","","","","","","",""
"203579","","","","","","","","",""
"203615","","","","","","","","",""
"203657","","","","","","","","",""
"203679","","","","","","","","",""
"203684","","","","","","","","",""
"203709","","","","","","","","",""
"203722","","","","","","","","",""
"203725","","","","","","","","",""
"203747","","","","","","","","",""
"203768","","","","","","","","",""
"203782","","","","","","","","",""
"203785","","","","","","","","",""
"203798","","","","","","","","",""
"203816","","","","","","","","",""
"203819","","","","","","","","",""
"203845","","","","","","","","",""
"203853","","","","","","","","",""
"203854","","","","","","","","",""
"203882","","","","","","","","",""
"203915","","","","","","","","",""
"203925","","","","","","","","",""
"203926","","","","","","","","",""
"203944","","","","","","","","",""
"203974","0.6660522075140638","0.6660522075140638","0.6660522075140638","","","","0.523995372325626","0.523995372325626","0.523995372325626"
"203986","","","","","","","","",""
"204067","","","","","","","","",""
"204091","","","","","","","","",""
