"Step","pca_resnet - episode_reward","pca_resnet - episode_reward__MIN","pca_resnet - episode_reward__MAX","complete_frozen_low_lr - episode_reward","complete_frozen_low_lr - episode_reward__MIN","complete_frozen_low_lr - episode_reward__MAX","cnn_scratch - episode_reward","cnn_scratch - episode_reward__MIN","cnn_scratch - episode_reward__MAX"
"120816","","","","","","","","",""
"120840","","","","","","","","",""
"120853","","","","","","","","",""
"120854","","","","","","","","",""
"120857","","","","","","","","",""
"120860","","","","","","","","",""
"120873","","","","","","","","",""
"120885","","","","","","","","",""
"120897","","","","","","","","",""
"120906","","","","","","","","",""
"120908","","","","","","","","",""
"120949","0.566243206631591","0.566243206631591","0.566243206631591","0.38931525366146436","0.38931525366146436","0.38931525366146436","0.24972098598745288","0.24972098598745288","0.24972098598745288"
"120958","","","","","","","","",""
"120969","","","","","","","","",""
"120976","","","","","","","","",""
"120988","","","","","","","","",""
"121011","","","","","","","","",""
"121024","","","","","","","","",""
"121040","","","","","","","","",""
"121042","","","","","","","","",""
"121095","","","","","","","","",""
"121132","","","","","","","","",""
"121170","","","","","","","","",""
"121173","","","","","","","","",""
"121187","","","","","","","","",""
"121188","","","","","","","","",""
"121210","","","","","","","","",""
"121213","","","","","","","","",""
"121222","","","","","","","","",""
"121234","","","","","","","","",""
"121237","","","","","","","","",""
"121241","","","","","","","","",""
"121260","","","","","","","","",""
"121378","","","","","","","","",""
"121391","","","","","","","","",""
"121431","","","","","","","","",""
"121456","","","","","","","","",""
"121465","","","","","","","","",""
"121557","","","","","","","","",""
"121573","","","","","","","","",""
"121580","","","","","","","","",""
"121599","","","","","","","","",""
"121634","","","","","","","","",""
"121643","","","","","","","","",""
"121647","","","","","","","","",""
"121675","","","","","","","","",""
"121696","","","","","","","","",""
"121697","","","","","","","","",""
"121713","","","","","","","","",""
"121750","","","","","","","","",""
"121753","","","","","","","","",""
"121763","","","","","","","","",""
"121769","","","","","","","","",""
"121806","","","","","","","","",""
"121812","","","","","","","","",""
"121867","","","","","","","","",""
"121915","","","","","","","","",""
"121930","","","","","","","","",""
"121938","","","","","","","","",""
"121939","","","","","","","","",""
"121944","","","","","","","","",""
"121948","","","","","","","","",""
"121954","","","","","","","","",""
"121962","","","","","","","","",""
"121974","0.4503756824023978","0.4503756824023978","0.4503756824023978","0.42691433729251127","0.42691433729251127","0.42691433729251127","0.3264459326101644","0.3264459326101644","0.3264459326101644"
"121987","","","","","","","","",""
"121991","","","","","","","","",""
"122049","","","","","","","","",""
"122111","","","","","","","","",""
"122124","","","","","","","","",""
"122171","","","","","","","","",""
"122180","","","","","","","","",""
"122211","","","","","","","","",""
"122217","","","","","","","","",""
"122229","","","","","","","","",""
"122234","","","","","","","","",""
"122235","","","","","","","","",""
"122245","","","","","","","","",""
"122264","","","","","","","","",""
"122338","","","","","","","","",""
"122340","","","","","","","","",""
"122364","","","","","","","","",""
"122392","","","","","","","","",""
"122402","","","","","","","","",""
"122426","","","","","","","","",""
"122428","","","","","","","","",""
"122473","","","","","","","","",""
"122477","","","","","","","","",""
"122526","","","","","","","","",""
"122538","","","","","","","","",""
"122616","","","","","","","","",""
"122620","","","","","","","","",""
"122624","","","","","","","","",""
"122642","","","","","","","","",""
"122652","","","","","","","","",""
"122661","","","","","","","","",""
"122682","","","","","","","","",""
"122701","","","","","","","","",""
"122709","","","","","","","","",""
"122765","","","","","","","","",""
"122795","","","","","","","","",""
"122819","","","","","","","","",""
"122890","","","","","","","","",""
"122900","","","","","","","","",""
"122902","","","","","","","","",""
"122904","","","","","","","","",""
"122926","","","","","","","","",""
"122938","","","","","","","","",""
"122963","","","","","","","","",""
"122972","","","","","","","","",""
"122978","","","","","","","","",""
"122997","","","","","","","","",""
"122999","0.47785121498305305","0.47785121498305305","0.47785121498305305","0.3480164253479936","0.3480164253479936","0.3480164253479936","0.18391050775464013","0.18391050775464013","0.18391050775464013"
"123019","","","","","","","","",""
"123029","","","","","","","","",""
"123041","","","","","","","","",""
"123047","","","","","","","","",""
"123064","","","","","","","","",""
"123109","","","","","","","","",""
"123191","","","","","","","","",""
"123204","","","","","","","","",""
"123228","","","","","","","","",""
"123235","","","","","","","","",""
"123276","","","","","","","","",""
"123339","","","","","","","","",""
"123382","","","","","","","","",""
"123385","","","","","","","","",""
"123393","","","","","","","","",""
"123396","","","","","","","","",""
"123417","","","","","","","","",""
"123420","","","","","","","","",""
"123440","","","","","","","","",""
"123442","","","","","","","","",""
"123482","","","","","","","","",""
"123497","","","","","","","","",""
"123500","","","","","","","","",""
"123505","","","","","","","","",""
"123514","","","","","","","","",""
"123529","","","","","","","","",""
"123555","","","","","","","","",""
"123561","","","","","","","","",""
"123574","","","","","","","","",""
"123589","","","","","","","","",""
"123612","","","","","","","","",""
"123623","","","","","","","","",""
"123648","","","","","","","","",""
"123665","","","","","","","","",""
"123675","","","","","","","","",""
"123735","","","","","","","","",""
"123749","","","","","","","","",""
"123778","","","","","","","","",""
"123780","","","","","","","","",""
"123785","","","","","","","","",""
"123790","","","","","","","","",""
"123791","","","","","","","","",""
"123824","","","","","","","","",""
"123829","","","","","","","","",""
"123851","","","","","","","","",""
"123917","","","","","","","","",""
"123919","","","","","","","","",""
"123942","","","","","","","","",""
"123953","","","","","","","","",""
"123969","","","","","","","","",""
"123976","","","","","","","","",""
"123977","","","","","","","","",""
"124012","","","","","","","","",""
"124020","","","","","","","","",""
"124024","0.5000848961895782","0.5000848961895782","0.5000848961895782","0.35929373066413844","0.35929373066413844","0.35929373066413844","0.19497439159461097","0.19497439159461097","0.19497439159461097"
"124035","","","","","","","","",""
"124047","","","","","","","","",""
"124048","","","","","","","","",""
"124085","","","","","","","","",""
"124097","","","","","","","","",""
"124165","","","","","","","","",""
"124179","","","","","","","","",""
"124241","","","","","","","","",""
"124276","","","","","","","","",""
"124279","","","","","","","","",""
"124312","","","","","","","","",""
"124322","","","","","","","","",""
"124340","","","","","","","","",""
"124343","","","","","","","","",""
"124359","","","","","","","","",""
"124364","","","","","","","","",""
"124385","","","","","","","","",""
"124402","","","","","","","","",""
"124438","","","","","","","","",""
"124463","","","","","","","","",""
"124468","","","","","","","","",""
"124492","","","","","","","","",""
"124503","","","","","","","","",""
"124522","","","","","","","","",""
"124532","","","","","","","","",""
"124542","","","","","","","","",""
"124549","","","","","","","","",""
"124565","","","","","","","","",""
"124584","","","","","","","","",""
"124598","","","","","","","","",""
"124602","","","","","","","","",""
"124611","","","","","","","","",""
"124613","","","","","","","","",""
"124627","","","","","","","","",""
"124682","","","","","","","","",""
"124686","","","","","","","","",""
"124706","","","","","","","","",""
"124709","","","","","","","","",""
"124744","","","","","","","","",""
"124752","","","","","","","","",""
"124775","","","","","","","","",""
"124791","","","","","","","","",""
"124832","","","","","","","","",""
"124845","","","","","","","","",""
"124848","","","","","","","","",""
"124849","","","","","","","","",""
"124870","","","","","","","","",""
"124912","","","","","","","","",""
"124940","","","","","","","","",""
"124952","","","","","","","","",""
"124975","","","","","","","","",""
"125028","","","","","","","","",""
"125029","","","","","","","","",""
"125037","","","","","","","","",""
"125039","","","","","","","","",""
"125049","0.14166805839161029","0.14166805839161029","0.14166805839161029","0.41869720019028156","0.41869720019028156","0.41869720019028156","0.2905375157961223","0.2905375157961223","0.2905375157961223"
"125065","","","","","","","","",""
"125135","","","","","","","","",""
"125154","","","","","","","","",""
"125171","","","","","","","","",""
"125190","","","","","","","","",""
"125234","","","","","","","","",""
"125268","","","","","","","","",""
"125286","","","","","","","","",""
"125304","","","","","","","","",""
"125332","","","","","","","","",""
"125383","","","","","","","","",""
"125387","","","","","","","","",""
"125388","","","","","","","","",""
"125397","","","","","","","","",""
"125399","","","","","","","","",""
"125401","","","","","","","","",""
"125422","","","","","","","","",""
"125460","","","","","","","","",""
"125472","","","","","","","","",""
"125478","","","","","","","","",""
"125493","","","","","","","","",""
"125504","","","","","","","","",""
"125511","","","","","","","","",""
"125513","","","","","","","","",""
"125529","","","","","","","","",""
"125530","","","","","","","","",""
"125605","","","","","","","","",""
"125606","","","","","","","","",""
"125627","","","","","","","","",""
"125671","","","","","","","","",""
"125677","","","","","","","","",""
"125719","","","","","","","","",""
"125720","","","","","","","","",""
"125730","","","","","","","","",""
"125732","","","","","","","","",""
"125751","","","","","","","","",""
"125763","","","","","","","","",""
"125817","","","","","","","","",""
"125835","","","","","","","","",""
"125849","","","","","","","","",""
"125852","","","","","","","","",""
"125865","","","","","","","","",""
"125874","","","","","","","","",""
"125896","","","","","","","","",""
"125912","","","","","","","","",""
"125937","","","","","","","","",""
"125942","","","","","","","","",""
"125972","","","","","","","","",""
"126002","","","","","","","","",""
"126074","0.5389908473301646","0.5389908473301646","0.5389908473301646","0.3464821163038419","0.3464821163038419","0.3464821163038419","0.2165236240808981","0.2165236240808981","0.2165236240808981"
"126092","","","","","","","","",""
"126109","","","","","","","","",""
"126118","","","","","","","","",""
"126141","","","","","","","","",""
"126151","","","","","","","","",""
"126200","","","","","","","","",""
"126212","","","","","","","","",""
"126243","","","","","","","","",""
"126244","","","","","","","","",""
"126258","","","","","","","","",""
"126268","","","","","","","","",""
"126278","","","","","","","","",""
"126287","","","","","","","","",""
"126292","","","","","","","","",""
"126305","","","","","","","","",""
"126318","","","","","","","","",""
"126364","","","","","","","","",""
"126456","","","","","","","","",""
"126458","","","","","","","","",""
"126532","","","","","","","","",""
"126648","","","","","","","","",""
"126688","","","","","","","","",""
"126699","","","","","","","","",""
"126701","","","","","","","","",""
"126707","","","","","","","","",""
"126709","","","","","","","","",""
"126758","","","","","","","","",""
"126780","","","","","","","","",""
"126826","","","","","","","","",""
"126845","","","","","","","","",""
"126882","","","","","","","","",""
"126897","","","","","","","","",""
"126906","","","","","","","","",""
"126938","","","","","","","","",""
"126949","","","","","","","","",""
"126974","","","","","","","","",""
"126991","","","","","","","","",""
"126992","","","","","","","","",""
"127006","","","","","","","","",""
"127013","","","","","","","","",""
"127027","","","","","","","","",""
"127052","","","","","","","","",""
"127071","","","","","","","","",""
"127081","","","","","","","","",""
"127088","","","","","","","","",""
"127099","0.5000240156349723","0.5000240156349723","0.5000240156349723","0.40280539185466385","0.40280539185466385","0.40280539185466385","0.17576377681493635","0.17576377681493635","0.17576377681493635"
"127104","","","","","","","","",""
"127105","","","","","","","","",""
"127111","","","","","","","","",""
"127119","","","","","","","","",""
"127149","","","","","","","","",""
"127168","","","","","","","","",""
"127169","","","","","","","","",""
"127190","","","","","","","","",""
"127211","","","","","","","","",""
"127219","","","","","","","","",""
"127245","","","","","","","","",""
"127264","","","","","","","","",""
"127299","","","","","","","","",""
"127308","","","","","","","","",""
"127376","","","","","","","","",""
"127380","","","","","","","","",""
"127432","","","","","","","","",""
"127454","","","","","","","","",""
"127481","","","","","","","","",""
"127482","","","","","","","","",""
"127498","","","","","","","","",""
"127499","","","","","","","","",""
"127500","","","","","","","","",""
"127518","","","","","","","","",""
"127529","","","","","","","","",""
"127532","","","","","","","","",""
"127538","","","","","","","","",""
"127555","","","","","","","","",""
"127565","","","","","","","","",""
"127567","","","","","","","","",""
"127633","","","","","","","","",""
"127639","","","","","","","","",""
"127652","","","","","","","","",""
"127694","","","","","","","","",""
"127697","","","","","","","","",""
"127698","","","","","","","","",""
"127726","","","","","","","","",""
"127727","","","","","","","","",""
"127728","","","","","","","","",""
"127773","","","","","","","","",""
"127777","","","","","","","","",""
"127819","","","","","","","","",""
"127823","","","","","","","","",""
"127893","","","","","","","","",""
"127896","","","","","","","","",""
"127918","","","","","","","","",""
"127928","","","","","","","","",""
"127931","","","","","","","","",""
"127961","","","","","","","","",""
"128026","","","","","","","","",""
"128031","","","","","","","","",""
"128033","","","","","","","","",""
"128036","","","","","","","","",""
"128038","","","","","","","","",""
"128124","0.4703235024152432","0.4703235024152432","0.4703235024152432","0.42836970255582923","0.42836970255582923","0.42836970255582923","0.2105374219435803","0.2105374219435803","0.2105374219435803"
"128129","","","","","","","","",""
"128138","","","","","","","","",""
"128156","","","","","","","","",""
"128164","","","","","","","","",""
"128167","","","","","","","","",""
"128174","","","","","","","","",""
"128200","","","","","","","","",""
"128212","","","","","","","","",""
"128223","","","","","","","","",""
"128270","","","","","","","","",""
"128271","","","","","","","","",""
"128307","","","","","","","","",""
"128314","","","","","","","","",""
"128324","","","","","","","","",""
"128325","","","","","","","","",""
"128336","","","","","","","","",""
"128353","","","","","","","","",""
"128360","","","","","","","","",""
"128384","","","","","","","","",""
"128392","","","","","","","","",""
"128426","","","","","","","","",""
"128438","","","","","","","","",""
"128481","","","","","","","","",""
"128494","","","","","","","","",""
"128496","","","","","","","","",""
"128503","","","","","","","","",""
"128513","","","","","","","","",""
"128514","","","","","","","","",""
"128553","","","","","","","","",""
"128572","","","","","","","","",""
"128581","","","","","","","","",""
"128610","","","","","","","","",""
"128666","","","","","","","","",""
"128668","","","","","","","","",""
"128676","","","","","","","","",""
"128686","","","","","","","","",""
"128733","","","","","","","","",""
"128808","","","","","","","","",""
"128822","","","","","","","","",""
"128823","","","","","","","","",""
"128844","","","","","","","","",""
"128910","","","","","","","","",""
"128925","","","","","","","","",""
"128935","","","","","","","","",""
"128943","","","","","","","","",""
"129021","","","","","","","","",""
"129023","","","","","","","","",""
"129036","","","","","","","","",""
"129067","","","","","","","","",""
"129068","","","","","","","","",""
"129095","","","","","","","","",""
"129132","","","","","","","","",""
"129149","0.5378179016416157","0.5378179016416157","0.5378179016416157","0.41894608247647197","0.41894608247647197","0.41894608247647197","0.19748674471501662","0.19748674471501662","0.19748674471501662"
"129151","","","","","","","","",""
"129167","","","","","","","","",""
"129185","","","","","","","","",""
"129204","","","","","","","","",""
"129225","","","","","","","","",""
"129250","","","","","","","","",""
"129300","","","","","","","","",""
"129308","","","","","","","","",""
"129360","","","","","","","","",""
"129380","","","","","","","","",""
"129404","","","","","","","","",""
"129418","","","","","","","","",""
"129426","","","","","","","","",""
"129430","","","","","","","","",""
"129438","","","","","","","","",""
"129452","","","","","","","","",""
"129521","","","","","","","","",""
"129553","","","","","","","","",""
"129593","","","","","","","","",""
"129636","","","","","","","","",""
"129659","","","","","","","","",""
"129665","","","","","","","","",""
"129669","","","","","","","","",""
"129675","","","","","","","","",""
"129781","","","","","","","","",""
"129783","","","","","","","","",""
"129785","","","","","","","","",""
"129799","","","","","","","","",""
"129833","","","","","","","","",""
"129863","","","","","","","","",""
"129904","","","","","","","","",""
"129950","","","","","","","","",""
"129966","","","","","","","","",""
"130043","","","","","","","","",""
"130058","","","","","","","","",""
"130079","","","","","","","","",""
"130080","","","","","","","","",""
"130087","","","","","","","","",""
"130091","","","","","","","","",""
"130098","","","","","","","","",""
"130151","","","","","","","","",""
"130155","","","","","","","","",""
"130159","","","","","","","","",""
"130162","","","","","","","","",""
"130174","0.5376912443545082","0.5376912443545082","0.5376912443545082","0.32960986749404253","0.32960986749404253","0.32960986749404253","0.21484883052659123","0.21484883052659123","0.21484883052659123"
"130189","","","","","","","","",""
"130190","","","","","","","","",""
"130218","","","","","","","","",""
"130230","","","","","","","","",""
"130250","","","","","","","","",""
"130290","","","","","","","","",""
"130300","","","","","","","","",""
"130319","","","","","","","","",""
"130361","","","","","","","","",""
"130387","","","","","","","","",""
"130433","","","","","","","","",""
"130439","","","","","","","","",""
"130446","","","","","","","","",""
"130448","","","","","","","","",""
"130454","","","","","","","","",""
"130481","","","","","","","","",""
"130502","","","","","","","","",""
"130540","","","","","","","","",""
"130553","","","","","","","","",""
"130569","","","","","","","","",""
"130576","","","","","","","","",""
"130581","","","","","","","","",""
"130582","","","","","","","","",""
"130599","","","","","","","","",""
"130616","","","","","","","","",""
"130634","","","","","","","","",""
"130643","","","","","","","","",""
"130694","","","","","","","","",""
"130705","","","","","","","","",""
"130725","","","","","","","","",""
"130727","","","","","","","","",""
"130744","","","","","","","","",""
"130814","","","","","","","","",""
"130849","","","","","","","","",""
"130884","","","","","","","","",""
"130888","","","","","","","","",""
"130891","","","","","","","","",""
"130950","","","","","","","","",""
"130955","","","","","","","","",""
"130975","","","","","","","","",""
"130976","","","","","","","","",""
"130989","","","","","","","","",""
"130993","","","","","","","","",""
"131032","","","","","","","","",""
"131033","","","","","","","","",""
"131076","","","","","","","","",""
"131081","","","","","","","","",""
"131106","","","","","","","","",""
"131150","","","","","","","","",""
"131173","","","","","","","","",""
"131199","0.12347020746581065","0.12347020746581065","0.12347020746581065","0.3664722302676332","0.3664722302676332","0.3664722302676332","0.31223850883229165","0.31223850883229165","0.31223850883229165"
"131225","","","","","","","","",""
"131243","","","","","","","","",""
"131272","","","","","","","","",""
"131286","","","","","","","","",""
"131312","","","","","","","","",""
"131349","","","","","","","","",""
"131351","","","","","","","","",""
"131357","","","","","","","","",""
"131365","","","","","","","","",""
"131378","","","","","","","","",""
"131391","","","","","","","","",""
"131431","","","","","","","","",""
"131433","","","","","","","","",""
"131454","","","","","","","","",""
"131465","","","","","","","","",""
"131472","","","","","","","","",""
"131482","","","","","","","","",""
"131498","","","","","","","","",""
"131556","","","","","","","","",""
"131560","","","","","","","","",""
"131574","","","","","","","","",""
"131591","","","","","","","","",""
"131603","","","","","","","","",""
"131613","","","","","","","","",""
"131670","","","","","","","","",""
"131674","","","","","","","","",""
"131675","","","","","","","","",""
"131710","","","","","","","","",""
"131761","","","","","","","","",""
"131773","","","","","","","","",""
"131786","","","","","","","","",""
"131842","","","","","","","","",""
"131846","","","","","","","","",""
"131871","","","","","","","","",""
"131884","","","","","","","","",""
"131904","","","","","","","","",""
"131906","","","","","","","","",""
"131918","","","","","","","","",""
"131944","","","","","","","","",""
"131967","","","","","","","","",""
"131971","","","","","","","","",""
"131973","","","","","","","","",""
"132002","","","","","","","","",""
"132007","","","","","","","","",""
"132035","","","","","","","","",""
"132086","","","","","","","","",""
"132098","","","","","","","","",""
"132132","","","","","","","","",""
"132140","","","","","","","","",""
"132159","","","","","","","","",""
"132224","0.5724141581836756","0.5724141581836756","0.5724141581836756","0.41248475344153296","0.41248475344153296","0.41248475344153296","0.2723914188846228","0.2723914188846228","0.2723914188846228"
"132226","","","","","","","","",""
"132303","","","","","","","","",""
"132326","","","","","","","","",""
"132343","","","","","","","","",""
"132369","","","","","","","","",""
"132404","","","","","","","","",""
"132417","","","","","","","","",""
"132433","","","","","","","","",""
"132448","","","","","","","","",""
"132478","","","","","","","","",""
"132499","","","","","","","","",""
"132539","","","","","","","","",""
"132545","","","","","","","","",""
"132561","","","","","","","","",""
"132592","","","","","","","","",""
"132598","","","","","","","","",""
"132606","","","","","","","","",""
"132659","","","","","","","","",""
"132670","","","","","","","","",""
"132699","","","","","","","","",""
"132710","","","","","","","","",""
"132724","","","","","","","","",""
"132741","","","","","","","","",""
"132752","","","","","","","","",""
"132779","","","","","","","","",""
"132813","","","","","","","","",""
"132820","","","","","","","","",""
"132829","","","","","","","","",""
"132848","","","","","","","","",""
"132854","","","","","","","","",""
"132862","","","","","","","","",""
"132891","","","","","","","","",""
"132894","","","","","","","","",""
"132913","","","","","","","","",""
"132935","","","","","","","","",""
"132948","","","","","","","","",""
"132951","","","","","","","","",""
"132974","","","","","","","","",""
"133040","","","","","","","","",""
"133058","","","","","","","","",""
"133113","","","","","","","","",""
"133149","","","","","","","","",""
"133160","","","","","","","","",""
"133170","","","","","","","","",""
"133194","","","","","","","","",""
"133211","","","","","","","","",""
"133249","0.2884248524343269","0.2884248524343269","0.2884248524343269","0.4172785616055285","0.4172785616055285","0.4172785616055285","0.1822191170642821","0.1822191170642821","0.1822191170642821"
"133251","","","","","","","","",""
"133281","","","","","","","","",""
"133284","","","","","","","","",""
"133308","","","","","","","","",""
"133347","","","","","","","","",""
"133351","","","","","","","","",""
"133360","","","","","","","","",""
"133372","","","","","","","","",""
"133429","","","","","","","","",""
"133434","","","","","","","","",""
"133478","","","","","","","","",""
"133491","","","","","","","","",""
"133522","","","","","","","","",""
"133558","","","","","","","","",""
"133592","","","","","","","","",""
"133597","","","","","","","","",""
"133607","","","","","","","","",""
"133671","","","","","","","","",""
"133702","","","","","","","","",""
"133703","","","","","","","","",""
"133704","","","","","","","","",""
"133753","","","","","","","","",""
"133760","","","","","","","","",""
"133783","","","","","","","","",""
"133823","","","","","","","","",""
"133832","","","","","","","","",""
"133843","","","","","","","","",""
"133858","","","","","","","","",""
"133860","","","","","","","","",""
"133864","","","","","","","","",""
"133874","","","","","","","","",""
"133878","","","","","","","","",""
"133902","","","","","","","","",""
"133965","","","","","","","","",""
"133966","","","","","","","","",""
"133988","","","","","","","","",""
"134009","","","","","","","","",""
"134045","","","","","","","","",""
"134049","","","","","","","","",""
"134050","","","","","","","","",""
"134099","","","","","","","","",""
"134127","","","","","","","","",""
"134150","","","","","","","","",""
"134199","","","","","","","","",""
"134234","","","","","","","","",""
"134236","","","","","","","","",""
"134248","","","","","","","","",""
"134258","","","","","","","","",""
"134274","0.4962945818500874","0.4962945818500874","0.4962945818500874","0.3947741118350826","0.3947741118350826","0.3947741118350826","0.17947466979795104","0.17947466979795104","0.17947466979795104"
"134354","","","","","","","","",""
"134369","","","","","","","","",""
"134374","","","","","","","","",""
"134404","","","","","","","","",""
"134419","","","","","","","","",""
"134420","","","","","","","","",""
"134427","","","","","","","","",""
"134467","","","","","","","","",""
"134478","","","","","","","","",""
"134498","","","","","","","","",""
"134499","","","","","","","","",""
"134513","","","","","","","","",""
"134528","","","","","","","","",""
"134542","","","","","","","","",""
"134556","","","","","","","","",""
"134573","","","","","","","","",""
"134578","","","","","","","","",""
"134582","","","","","","","","",""
"134592","","","","","","","","",""
"134649","","","","","","","","",""
"134652","","","","","","","","",""
"134690","","","","","","","","",""
"134697","","","","","","","","",""
"134719","","","","","","","","",""
"134738","","","","","","","","",""
"134749","","","","","","","","",""
"134777","","","","","","","","",""
"134785","","","","","","","","",""
"134853","","","","","","","","",""
"134882","","","","","","","","",""
"134909","","","","","","","","",""
"134932","","","","","","","","",""
"134943","","","","","","","","",""
"134985","","","","","","","","",""
"135049","","","","","","","","",""
"135059","","","","","","","","",""
"135082","","","","","","","","",""
"135117","","","","","","","","",""
"135155","","","","","","","","",""
"135191","","","","","","","","",""
"135229","","","","","","","","",""
"135281","","","","","","","","",""
"135297","","","","","","","","",""
"135299","0.6132241558339916","0.6132241558339916","0.6132241558339916","0.25737182644792145","0.25737182644792145","0.25737182644792145","0.17963484296826285","0.17963484296826285","0.17963484296826285"
"135330","","","","","","","","",""
"135401","","","","","","","","",""
"135456","","","","","","","","",""
"135503","","","","","","","","",""
"135515","","","","","","","","",""
"135533","","","","","","","","",""
"135534","","","","","","","","",""
"135547","","","","","","","","",""
"135556","","","","","","","","",""
"135585","","","","","","","","",""
"135587","","","","","","","","",""
"135595","","","","","","","","",""
"135608","","","","","","","","",""
"135611","","","","","","","","",""
"135703","","","","","","","","",""
"135710","","","","","","","","",""
"135727","","","","","","","","",""
"135740","","","","","","","","",""
"135757","","","","","","","","",""
"135761","","","","","","","","",""
"135765","","","","","","","","",""
"135766","","","","","","","","",""
"135797","","","","","","","","",""
"135814","","","","","","","","",""
"135835","","","","","","","","",""
"135856","","","","","","","","",""
"135894","","","","","","","","",""
"135895","","","","","","","","",""
"135899","","","","","","","","",""
"136025","","","","","","","","",""
"136044","","","","","","","","",""
"136067","","","","","","","","",""
"136091","","","","","","","","",""
"136098","","","","","","","","",""
"136109","","","","","","","","",""
"136117","","","","","","","","",""
"136119","","","","","","","","",""
"136131","","","","","","","","",""
"136145","","","","","","","","",""
"136180","","","","","","","","",""
"136181","","","","","","","","",""
"136201","","","","","","","","",""
"136225","","","","","","","","",""
"136248","","","","","","","","",""
"136273","","","","","","","","",""
"136301","","","","","","","","",""
"136309","","","","","","","","",""
"136324","0.6408455802752611","0.6408455802752611","0.6408455802752611","0.39095319738037365","0.39095319738037365","0.39095319738037365","0.1936918784943911","0.1936918784943911","0.1936918784943911"
"136325","","","","","","","","",""
"136330","","","","","","","","",""
"136335","","","","","","","","",""
"136353","","","","","","","","",""
"136376","","","","","","","","",""
"136420","","","","","","","","",""
"136432","","","","","","","","",""
"136498","","","","","","","","",""
"136500","","","","","","","","",""
"136541","","","","","","","","",""
"136560","","","","","","","","",""
"136563","","","","","","","","",""
"136585","","","","","","","","",""
"136630","","","","","","","","",""
"136650","","","","","","","","",""
"136663","","","","","","","","",""
"136668","","","","","","","","",""
"136690","","","","","","","","",""
"136705","","","","","","","","",""
"136715","","","","","","","","",""
"136739","","","","","","","","",""
"136746","","","","","","","","",""
"136770","","","","","","","","",""
"136791","","","","","","","","",""
"136797","","","","","","","","",""
"136870","","","","","","","","",""
"136920","","","","","","","","",""
"136931","","","","","","","","",""
"136955","","","","","","","","",""
"136978","","","","","","","","",""
"136983","","","","","","","","",""
"136989","","","","","","","","",""
"137018","","","","","","","","",""
"137021","","","","","","","","",""
"137023","","","","","","","","",""
"137026","","","","","","","","",""
"137033","","","","","","","","",""
"137079","","","","","","","","",""
"137089","","","","","","","","",""
"137114","","","","","","","","",""
"137138","","","","","","","","",""
"137142","","","","","","","","",""
"137147","","","","","","","","",""
"137168","","","","","","","","",""
"137191","","","","","","","","",""
"137212","","","","","","","","",""
"137228","","","","","","","","",""
"137268","","","","","","","","",""
"137320","","","","","","","","",""
"137328","","","","","","","","",""
"137345","","","","","","","","",""
"137349","0.5867833255420067","0.5867833255420067","0.5867833255420067","0.390772238552651","0.390772238552651","0.390772238552651","0.15819668520318161","0.15819668520318161","0.15819668520318161"
"137371","","","","","","","","",""
"137394","","","","","","","","",""
"137404","","","","","","","","",""
"137445","","","","","","","","",""
"137454","","","","","","","","",""
"137460","","","","","","","","",""
"137472","","","","","","","","",""
"137484","","","","","","","","",""
"137555","","","","","","","","",""
"137577","","","","","","","","",""
"137582","","","","","","","","",""
"137618","","","","","","","","",""
"137642","","","","","","","","",""
"137670","","","","","","","","",""
"137747","","","","","","","","",""
"137765","","","","","","","","",""
"137766","","","","","","","","",""
"137772","","","","","","","","",""
"137793","","","","","","","","",""
"137819","","","","","","","","",""
"137830","","","","","","","","",""
"137912","","","","","","","","",""
"137915","","","","","","","","",""
"137932","","","","","","","","",""
"137939","","","","","","","","",""
"137958","","","","","","","","",""
"137981","","","","","","","","",""
"138006","","","","","","","","",""
"138013","","","","","","","","",""
"138019","","","","","","","","",""
"138022","","","","","","","","",""
"138033","","","","","","","","",""
"138036","","","","","","","","",""
"138053","","","","","","","","",""
"138058","","","","","","","","",""
"138065","","","","","","","","",""
"138094","","","","","","","","",""
"138116","","","","","","","","",""
"138148","","","","","","","","",""
"138182","","","","","","","","",""
"138187","","","","","","","","",""
"138195","","","","","","","","",""
"138220","","","","","","","","",""
"138237","","","","","","","","",""
"138264","","","","","","","","",""
"138266","","","","","","","","",""
"138271","","","","","","","","",""
"138294","","","","","","","","",""
"138308","","","","","","","","",""
"138355","","","","","","","","",""
"138374","0.5958999203911658","0.5958999203911658","0.5958999203911658","0.3878764933228822","0.3878764933228822","0.3878764933228822","0.2765093480239227","0.2765093480239227","0.2765093480239227"
"138403","","","","","","","","",""
"138432","","","","","","","","",""
"138468","","","","","","","","",""
"138476","","","","","","","","",""
"138477","","","","","","","","",""
"138489","","","","","","","","",""
"138527","","","","","","","","",""
"138528","","","","","","","","",""
"138559","","","","","","","","",""
"138567","","","","","","","","",""
"138584","","","","","","","","",""
"138588","","","","","","","","",""
"138594","","","","","","","","",""
"138600","","","","","","","","",""
"138628","","","","","","","","",""
"138634","","","","","","","","",""
"138652","","","","","","","","",""
"138701","","","","","","","","",""
"138766","","","","","","","","",""
"138809","","","","","","","","",""
"138811","","","","","","","","",""
"138829","","","","","","","","",""
"138869","","","","","","","","",""
"138973","","","","","","","","",""
"138981","","","","","","","","",""
"138985","","","","","","","","",""
"138991","","","","","","","","",""
"139006","","","","","","","","",""
"139008","","","","","","","","",""
"139034","","","","","","","","",""
